lineasub,longitud,longitud_km
LINEA A,0.10319276035915412,11.487418083181035
LINEA B,0.12492086900165583,13.906191137264326
LINEA C,0.041123076791356974,4.577820908413858
LINEA D,0.10714293149566978,11.92715113409796
LINEA E,0.12275781000554004,13.665399409816716
LINEA H,0.07542053598269634,8.395814065593756
